,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Storeys,Has Basement,Grid_X,Grid_Y,Bays_X,Bays_Y
10,5099.876816604651,1104.7745847923134,117.52933595291677,9636.038025613052,9753.567361565965,-2912.25973816215,6473.844650391953,6946.784523957919,"CLT, Glulam and Steel Column Hybrid",33899259.312,60588.0,34697231.12535113,237.2948151836671,110.76680969128574,Residential,4,No,9.0,9.0,17.0,11.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,67200.0,0.0,0.0,,Residential,9,Yes,6.0,14.0,8.0,10.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,67200.0,0.0,0.0,,Residential,9,Yes,6.0,14.0,8.0,10.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,67200.0,0.0,0.0,,Residential,9,Yes,6.0,14.0,8.0,10.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,67200.0,0.0,0.0,,Residential,9,Yes,6.0,14.0,8.0,10.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,67200.0,0.0,0.0,,Residential,9,Yes,6.0,14.0,8.0,10.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,67200.0,0.0,0.0,,Residential,9,Yes,6.0,14.0,8.0,10.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,67200.0,,,,Residential,9,Yes,6.0,14.0,8.0,10.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,67200.0,,,,Residential,9,Yes,6.0,14.0,8.0,10.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,67200.0,,,,Residential,9,Yes,6.0,14.0,8.0,10.0
9,,,,,,,,,Steel Frame with CLT Slabs,,67200.0,,,,Residential,9,Yes,6.0,14.0,8.0,10.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,67200.0,,,,Residential,9,Yes,6.0,14.0,8.0,10.0
0,34741.305348434566,1563.2610940913987,1008.6846855084782,2605.796003710766,3614.4806892192432,3785.1625419178467,38402.56063401848,42017.04132323772,RC Flat Slab,54131137.7949,106920.0,263215999.65029883,378.9179645644543,362.7149139411049,Office,17,Yes,10.0,11.0,6.0,9.0
1,27440.111644288063,1280.6126644263293,816.1550068557908,2108.4515779810226,2924.606584836813,2708.715074897366,30381.30441446761,33305.91099930441,PT RC Flat Slab,56960429.2899,106920.0,221086382.92161706,398.72300502931324,287.8790443275058,Office,17,Yes,10.0,11.0,6.0,9.0
2,28098.08346928675,1312.0056762559234,814.1047160541384,2103.1552480413343,2917.2599640954727,3114.603439655838,31106.72760716077,34023.987571256235,RC Rib Slab,53812454.8676,106920.0,220992940.8161647,376.687184073187,294.4576766856898,Office,17,Yes,10.0,11.0,6.0,9.0
3,29349.840985130937,1372.1702105165846,799.1085980966434,2064.417139060224,2863.525737156867,4063.438028609759,32485.326795771292,35348.85253292815,Two-way RC Slab,50947952.6252,106920.0,218037237.655303,356.6356683764657,307.16388387717694,Office,17,Yes,10.0,11.0,6.0,9.0
4,32062.681884909387,1461.447127598834,944.3110214777473,2439.5053663735575,3383.8163878513046,3290.5656073706177,35462.731524356925,38846.54791220822,One-Way Spanning RC,53276056.2093,106920.0,249727407.57566532,372.9323934651671,335.1633363058557,Office,17,Yes,10.0,11.0,6.0,9.0
5,26939.816612533024,1240.3307952283735,795.1398728205262,2054.1650916504827,2849.3049644710086,2428.4041760820273,29528.958931030447,32378.263895501463,Precast Hollowcore with In-situ RC Beams,48507156.9163,106920.0,217098731.46782112,339.550098414398,279.35380685975355,Office,17,Yes,10.0,11.0,6.0,9.0
6,27873.315468811088,1943.7987958981428,691.3463696612897,1786.334418247647,2477.6807879089356,-1139.4103793252043,30854.560733524893,33332.24152143382,Non-Composite Rolled Steel with PCC Planks,70941058.7986,106920.0,194381570.14043298,496.58741158990097,293.22061490006354,Office,17,Yes,10.0,11.0,6.0,9.0
7,25424.078742966864,1844.008138162471,524.5483963901484,1355.5283078481962,1880.0767042383445,-2656.511353431853,28325.451222651132,30205.527926889474,Composite Rolled Steel with Metal Decking,67498321.8202,106920.0,161229989.02996007,472.4882527415568,269.3409977122399,Office,17,Yes,10.0,11.0,6.0,9.0
8,27329.028091602027,2102.230674081448,533.0540834774584,1377.5800178700433,1910.6341013475017,-3253.202880870716,30515.853836185775,32426.487937533282,Composite Cell Beams with Metal Decking,77876633.8946,106920.0,162926274.41625598,545.1364372624759,290.5068300921086,Office,17,Yes,10.0,11.0,6.0,9.0
9,21020.69113838149,2864.8151948527648,377.7586319737368,12010.073227525343,12387.831859499076,-5603.535014247895,24741.451254918054,26156.328985976772,Steel Frame with CLT Slabs,72580911.7988,106920.0,130308347.28317791,508.0663825917352,236.15336361307322,Office,17,Yes,10.0,11.0,6.0,9.0
10,19262.88128872408,2882.2702539717284,427.13408497489905,20513.716270605448,20940.850355580344,-5939.545996275732,23144.777368098436,24782.45249167878,"CLT, Glulam and Steel Column Hybrid",83593875.6499,106920.0,140617540.7587817,585.1571295494751,221.94102597874965,Office,17,Yes,10.0,11.0,6.0,9.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,630784.0,0.0,0.0,,Residential,16,No,11.0,16.0,14.0,16.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,630784.0,0.0,0.0,,Residential,16,No,11.0,16.0,14.0,16.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,630784.0,0.0,0.0,,Residential,16,No,11.0,16.0,14.0,16.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,630784.0,0.0,0.0,,Residential,16,No,11.0,16.0,14.0,16.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,630784.0,0.0,0.0,,Residential,16,No,11.0,16.0,14.0,16.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,630784.0,0.0,0.0,,Residential,16,No,11.0,16.0,14.0,16.0
6,861.7226102284802,59.68641456128001,1.8773242579977605,4.849521183104001,6.726845441101761,0.0,970.600225911996,977.3270713530977,Non-Composite Rolled Steel with PCC Planks,15725074.6056,630784.0,373040.0910080001,0.0,,Residential,16,No,11.0,16.0,14.0,16.0
7,123008.60780687367,9963.233597644246,1870.382315664446,4835.408511788484,6705.790827452929,-25498.128427757194,136778.33196542723,143484.12279288017,Composite Rolled Steel with Metal Decking,386424162.7677,630784.0,410506027.14533854,2704.9691393737094,221.1268851220084,Residential,16,No,11.0,16.0,14.0,16.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,630784.0,,,,Residential,16,No,11.0,16.0,14.0,16.0
9,97199.33369993919,16188.501947450555,1064.0474045741835,71675.94869008497,72739.99609465915,-42682.251343483535,116152.14406876723,120348.23149879852,Steel Frame with CLT Slabs,412153480.3189,630784.0,246536108.6484281,2885.0743622323175,188.71312276627108,Residential,16,No,11.0,16.0,14.0,16.0
10,68182.73606066947,15418.782204751207,1107.1267296257095,139636.94357918832,140744.070308814,-44994.57132339819,86823.58719154273,91545.47602195667,"CLT, Glulam and Steel Column Hybrid",378578848.8448,630784.0,255614653.45275974,2650.0519419132697,141.84513103289876,Residential,16,No,11.0,16.0,14.0,16.0
0,26891.146123050894,1302.02907907026,770.4563390439773,1990.4245439967106,2760.880883040688,3144.7902457539017,29815.54688230465,32576.427765345336,RC Flat Slab,46540065.1231,108864.0,217573367.4634026,325.78045586196095,276.8713930975034,Education,15,Yes,9.0,9.0,12.0,7.0
1,21899.186477520718,1108.143160212109,647.0601420213774,1671.666359934357,2318.7265019557353,2277.6160206428112,24332.060660202464,26650.787162158198,PT RC Flat Slab,50570122.8277,108864.0,190773980.5454092,353.9908597941421,226.76046737210285,Education,15,Yes,9.0,9.0,12.0,7.0
2,22990.313755905852,1154.6381915169704,653.7459579860678,1688.937220846622,2342.6831788326904,2790.130976577321,25531.226354622893,27873.90953345559,RC Rib Slab,48952378.5342,108864.0,192174442.25284526,342.6666497393339,237.6717096961551,Education,15,Yes,9.0,9.0,12.0,7.0
3,23044.786683229027,1161.9361506317996,638.8186545420547,1650.3768741457432,2289.195528687798,3058.6901971078887,25593.42610180563,27882.62163049343,Two-way RC Slab,42793240.8656,108864.0,189244228.70987013,299.5526860589733,237.84702737236006,Education,15,Yes,9.0,9.0,12.0,7.0
4,26619.98289838034,1289.1499869241402,773.0442156151228,1997.1095704100026,2770.153786025125,2949.7666116379114,29516.946118579148,32287.099904604274,One-Way Spanning RC,47186223.9097,108864.0,218072250.7231407,330.30356736773285,274.1700625178836,Education,15,Yes,9.0,9.0,12.0,7.0
5,23492.507014964533,1141.6299590958179,691.3850843684822,1786.1669561613533,2477.5520405298357,2141.1190962920246,25771.283589627747,28248.835630157584,Precast Hollowcore with In-situ RC Beams,44519778.7553,108864.0,200163894.8635057,311.6384512867769,239.59180299193972,Education,15,Yes,9.0,9.0,12.0,7.0
6,22789.86640809444,1726.735361182699,551.7654060862807,1425.7574336728048,1977.5228397590854,-1095.6978611963275,25336.849572862317,27314.372412621397,Non-Composite Rolled Steel with PCC Planks,64749657.7788,108864.0,171945305.62479582,453.2476044512532,236.90198024428247,Education,15,Yes,9.0,9.0,12.0,7.0
7,22851.339478283884,1747.9753802450264,452.72421860039543,1170.001015938198,1622.7252345385932,-2738.3565176710763,25513.660422605077,27136.385657143666,Composite Rolled Steel with Metal Decking,63784268.5039,108864.0,151329146.0390004,446.4898795269642,238.46404965950217,Education,15,Yes,9.0,9.0,12.0,7.0
8,22974.098531249754,1799.0600950866549,441.7849843094958,1141.7621010888042,1583.5470853982997,-2860.66400674027,25672.982201419465,27256.52928681776,Composite Cell Beams with Metal Decking,66991578.5843,108864.0,149089105.3060548,468.9410500901105,240.1337747235962,Education,15,Yes,9.0,9.0,12.0,7.0
9,17248.967667355653,2660.312370880458,317.94210722436367,13689.125997659727,14007.06810488408,-5388.452585142121,20654.566383572423,21865.120726988614,Steel Frame with CLT Slabs,62975308.0175,108864.0,124049633.9060759,440.827156122216,193.77749797632495,Education,15,Yes,9.0,9.0,12.0,7.0
10,14987.526237088445,2508.2700193674063,321.69486078652807,17702.2008155097,18023.895676296233,-5250.871327858696,18264.56306182694,19510.447922123167,"CLT, Glulam and Steel Column Hybrid",71746349.8961,108864.0,124608150.83991404,502.22444927280355,172.3874514173624,Education,15,Yes,9.0,9.0,12.0,7.0
0,20512.79082888075,761.4944128683859,607.3581032925401,1569.0531588081678,2176.411262100708,2074.3039727110204,22515.19503827795,24691.60630037866,RC Flat Slab,30277987.3217,65520.0,127701864.72130582,211.9459112518971,346.87333561553487,Education,14,No,8.0,13.0,9.0,5.0
1,16901.70882523285,632.4105538778322,509.86612497840076,1317.2109892932526,1827.0771142716533,1578.033057007381,18558.296394715202,20385.373508986853,PT RC Flat Slab,33612211.1715,65520.0,108291407.574428,235.28547820082582,286.83733017271106,Education,14,No,8.0,13.0,9.0,5.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,65520.0,0.0,0.0,,Education,14,No,8.0,13.0,9.0,5.0
3,17385.56832173498,673.5149923071883,426.95252023034743,1103.0278076291304,1529.9803278594777,3172.5831989822473,19095.67539588066,20625.655723740136,Two-way RC Slab,29162359.2144,65520.0,90617771.79363108,204.13651450061587,294.5636738458681,Education,14,No,8.0,13.0,9.0,5.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,65520.0,0.0,0.0,,Education,14,No,8.0,13.0,9.0,5.0
5,14840.39750935801,542.8421489061681,436.2396018887177,1127.0182818584028,1563.25788374712,1391.3788185337828,16120.031108182706,17683.288991929825,Precast Hollowcore with In-situ RC Beams,27351893.5624,65520.0,92366983.71387857,191.46325493704262,248.95443167154684,Education,14,No,8.0,13.0,9.0,5.0
6,15645.22141311675,1016.8775477406281,373.9375654279389,966.2712427305095,1340.2088081584482,-1025.7495086596139,17161.32647431649,18501.53528247494,Non-Composite Rolled Steel with PCC Planks,41548473.6042,65520.0,79551892.91293263,290.8393152290861,266.36394672688607,Education,14,No,8.0,13.0,9.0,5.0
7,13159.027129398466,930.4646863765436,234.96498341509124,607.3237704865311,842.2887539016224,-2077.2628202883925,14564.813949591893,15407.102703493514,Composite Rolled Steel with Metal Decking,39308977.7672,65520.0,51557102.105174236,275.16284437040747,226.4953723132219,Education,14,No,8.0,13.0,9.0,5.0
8,15177.282291687148,1197.0667886236292,246.85383827659157,638.1170045335905,884.970842810182,-2704.1303817792764,16881.666674143053,17766.637516953237,Composite Cell Beams with Metal Decking,49534411.7901,65520.0,53886779.38896356,346.74088253052787,262.94883328256384,Education,14,No,8.0,13.0,9.0,5.0
9,10568.238006312617,1574.0734129420641,155.7523782241813,7561.830327480478,7717.582705704659,-3834.2036923423666,12517.805772492158,13115.682056178475,Steel Frame with CLT Slabs,41883797.3827,65520.0,35468005.8071321,293.18658167880074,195.52796633350061,Education,14,No,8.0,13.0,9.0,5.0
10,9690.659674839508,1762.8410647276137,184.58647631898404,15069.792602055812,15254.379078374792,-4719.07340483327,11930.238662629778,12672.207885004573,"CLT, Glulam and Steel Column Hybrid",45475263.5864,65520.0,41325494.49377808,318.32684510457324,186.94391800571353,Education,14,No,8.0,13.0,9.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,274176.0,0.0,0.0,,Office,17,No,12.0,14.0,6.0,16.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,274176.0,0.0,0.0,,Office,17,No,12.0,14.0,6.0,16.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,274176.0,0.0,0.0,,Office,17,No,12.0,14.0,6.0,16.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,274176.0,0.0,0.0,,Office,17,No,12.0,14.0,6.0,16.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,274176.0,0.0,0.0,,Office,17,No,12.0,14.0,6.0,16.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,274176.0,0.0,0.0,,Office,17,No,12.0,14.0,6.0,16.0
6,399.00592099368,27.63677374848,0.8692628993076601,2.2454878670639995,3.11475076637166,0.0,449.41983935411224,452.5345901204838,Non-Composite Rolled Steel with PCC Planks,7281226.9299,274176.0,172729.835928,0.0,,Office,17,No,12.0,14.0,6.0,16.0
7,59197.03234186684,4607.821777228505,965.8904917936511,2496.764233831333,3462.654725624985,-10933.278609859868,65770.30025141682,69232.9549770418,Composite Rolled Steel with Metal Decking,180876030.9504,274176.0,209028226.8508224,1266.1322166529642,244.50146062408737,Office,17,No,12.0,14.0,6.0,16.0
8,376.1139746363999,26.0511843904,0.8193911590292999,2.11665873172,2.9360498907493,0.0,423.63552309943015,426.5715729901794,Composite Cell Beams with Metal Decking,,274176.0,162819.90243999998,0.0,,Office,17,No,12.0,14.0,6.0,16.0
9,50974.07175781224,7666.668516970892,648.9693822036778,31636.40403923211,32285.37342143579,-19173.576539129557,60225.20783670435,62717.34823061724,Steel Frame with CLT Slabs,202109371.093,274176.0,146286371.93811104,1414.7655976506735,224.81899741171736,Office,17,No,12.0,14.0,6.0,16.0
10,39775.22284836274,7187.006265753519,752.8379303714753,61111.03229730608,61863.87022767757,-19273.30616975911,48907.635690629024,51931.7695983066,"CLT, Glulam and Steel Column Hybrid",181317285.1127,274176.0,166191145.77160537,1269.2209957890468,183.00966053344592,Office,17,No,12.0,14.0,6.0,16.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,24000.0,0.0,0.0,,Healthcare,5,No,12.0,16.0,5.0,5.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,24000.0,0.0,0.0,,Healthcare,5,No,12.0,16.0,5.0,5.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,24000.0,0.0,0.0,,Healthcare,5,No,12.0,16.0,5.0,5.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,24000.0,0.0,0.0,,Healthcare,5,No,12.0,16.0,5.0,5.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,24000.0,0.0,0.0,,Healthcare,5,No,12.0,16.0,5.0,5.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,24000.0,0.0,0.0,,Healthcare,5,No,12.0,16.0,5.0,5.0
6,6147.066667379637,415.42490842471045,151.15906950471899,390.6740931440805,541.8331626487994,-412.90252140139296,6748.20646744782,7290.039630096619,Non-Composite Rolled Steel with PCC Planks,16401357.8307,24000.0,34535776.25455524,114.80950481513453,285.95899884428974,Healthcare,5,No,12.0,16.0,5.0,5.0
7,5209.095592267204,417.0283441223515,91.50931573854668,236.61810973121604,328.12742546976267,-927.3841012445388,5803.743591387687,6131.87101685745,Composite Rolled Steel with Metal Decking,16866299.6082,24000.0,22256093.97367858,118.06409725740714,246.74198702687895,Healthcare,5,No,12.0,16.0,5.0,5.0
8,6777.347700765245,630.1127498638458,100.0860221402666,258.83938426175456,358.92540640202117,-1449.5315448783751,7607.574848811717,7966.500255213738,Composite Cell Beams with Metal Decking,24720417.7572,24000.0,24051323.701151196,173.0429243004094,324.19240721300525,Healthcare,5,No,12.0,16.0,5.0,5.0
9,6413.968948212634,954.5187725202604,73.01385155513873,2811.3264834965826,2884.340335051721,-2340.632684301519,7536.30358852581,7812.692853241141,Steel Frame with CLT Slabs,26799590.2153,24000.0,18609234.11041707,187.59713150715393,321.82919666804014,Healthcare,5,No,12.0,16.0,5.0,5.0
10,1.9245386160000002,0.13330137600000003,0.004192744842000001,0.0108307368,0.015023481642000002,0.0,2.1677017561030265,2.1827252377450264,"CLT, Glulam and Steel Column Hybrid",,24000.0,833.1336000000001,0.0,,Healthcare,5,No,12.0,16.0,5.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,554880.0,0.0,0.0,,Healthcare,17,No,8.0,15.0,16.0,17.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,554880.0,0.0,0.0,,Healthcare,17,No,8.0,15.0,16.0,17.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,554880.0,0.0,0.0,,Healthcare,17,No,8.0,15.0,16.0,17.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,554880.0,0.0,0.0,,Healthcare,17,No,8.0,15.0,16.0,17.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,554880.0,0.0,0.0,,Healthcare,17,No,8.0,15.0,16.0,17.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,554880.0,0.0,0.0,,Healthcare,17,No,8.0,15.0,16.0,17.0
6,918.61230456996,63.626826290560004,2.00126252067027,5.1696796361079995,7.1709421567782705,0.0,1034.677864730437,1041.8488068872152,Non-Composite Rolled Steel with PCC Planks,16763221.5419,554880.0,397667.664316,0.0,,Healthcare,17,No,8.0,15.0,16.0,17.0
7,116842.79490485281,9244.9198204019,1860.4881442813441,4809.407388007689,6669.8955322890315,-22410.605366980537,129881.77340621705,136551.66893850607,Composite Rolled Steel with Metal Decking,358986461.3224,554880.0,406378245.65479046,2512.9052292566057,238.6005598245993,Healthcare,17,No,8.0,15.0,16.0,17.0
8,151363.1921688001,13943.56288015776,2042.5955181323427,5281.285124712347,7323.8806428446915,-33945.01058276051,169588.002063665,176911.8827065096,Composite Cell Beams with Metal Decking,529040373.7258,554880.0,442730483.552326,3703.2826160807426,312.30407417774245,Healthcare,17,No,8.0,15.0,16.0,17.0
9,125228.05431945408,18894.02746898018,1349.3106955097276,64119.928675839605,65469.23937134934,-47877.80629784178,147474.07219198183,152647.48281715382,Steel Frame with CLT Slabs,507132899.4526,554880.0,305166188.0968154,3549.9302961684816,272.1741682672836,Healthcare,17,No,8.0,15.0,16.0,17.0
10,93851.61971508805,18690.49462458076,1554.0731328443271,159262.36286498694,160816.4359978312,-52525.004352447955,116852.18385626705,123277.4769420983,"CLT, Glulam and Steel Column Hybrid",485301760.5066,554880.0,347386315.91444904,3397.1123235464106,216.71225522601904,Healthcare,17,No,8.0,15.0,16.0,17.0
0,228050.43636289795,8569.813125753662,6506.90145799415,16809.88147678203,23316.78293477618,26840.66862910908,250372.95985709832,273689.7427918745,RC Flat Slab,332624637.9081,790704.0,1377937502.053099,2328.372465356666,319.5903047441963,Residential,17,No,12.0,12.0,17.0,19.0
1,167369.939883749,6291.592896071355,4951.122522479261,12790.979109828519,17742.101632307775,17188.293498611758,183786.55940203829,201528.66103434615,PT RC Flat Slab,358971488.6184,790704.0,1052540485.3996533,2512.800420329121,235.61201134984444,Residential,17,No,12.0,12.0,17.0,19.0
2,181591.91839847708,6840.248510091988,5220.9849919871285,13488.090307762404,18709.075299749536,20959.45201514308,199391.0140990997,218100.08939884935,RC Rib Slab,328382998.0779,790704.0,1107130478.7481313,2298.6809865450996,255.07610317596067,Residential,17,No,12.0,12.0,17.0,19.0
3,196531.08605869886,7509.3787903821785,5191.502346839761,13411.930469329065,18603.432816168828,29903.34053760704,215820.9692517068,234424.4020678757,Two-way RC Slab,315634894.3893,790704.0,1101213661.7479665,2209.444260725186,275.7421405638924,Residential,17,No,12.0,12.0,17.0,19.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,790704.0,0.0,0.0,,Residential,17,No,12.0,12.0,17.0,19.0
5,153848.5292219667,5536.5144848441305,4524.4959077653,11688.913339082075,16213.409246847377,13336.57476204087,166168.99619490653,182382.40544175394,Precast Hollowcore with In-situ RC Beams,268062183.0339,790704.0,956457892.5899409,1876.435281237576,212.52634547965374,Residential,17,No,12.0,12.0,17.0,19.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,790704.0,,,,Residential,17,No,12.0,12.0,17.0,19.0
7,144249.0319357113,11008.5248646637,2306.7718914582465,5963.124218119603,8269.896109577849,-28130.306199470015,159935.09639486144,168204.99250443926,Composite Rolled Steel with Metal Decking,441741971.5757,790704.0,503032248.9873228,3092.193801029621,206.17992345541575,Residential,17,No,12.0,12.0,17.0,19.0
8,155061.73766906024,12377.66622654688,2372.5779087802516,6133.526581740219,8506.104490520467,-30989.46634048305,172315.43094135515,180821.53543187567,Composite Cell Beams with Metal Decking,505730617.1907,790704.0,516224893.7541874,3540.1143203349093,222.4037633067369,Residential,17,No,12.0,12.0,17.0,19.0
9,102657.53128227853,17528.969584466748,1253.5372815475384,89639.34803915083,90892.88532069836,-46485.61225699341,123437.6803533786,128409.0097107743,Steel Frame with CLT Slabs,432397864.6633,790704.0,288637232.25649303,3026.78505264321,159.93907379502548,Residential,17,No,12.0,12.0,17.0,19.0
10,82115.69089477633,17428.14691233369,1396.2654807561216,153365.7660381996,154762.03151895563,-49795.34378492971,103426.18786055643,109255.95816351208,"CLT, Glulam and Steel Column Hybrid",413926258.147,790704.0,317493334.3636915,2897.4838070291094,134.46709725458015,Residential,17,No,12.0,12.0,17.0,19.0
0,3188.0102512653166,194.79133232456394,95.55342028261202,246.87883352786923,342.43225381048126,326.9676762933522,3575.962122405862,3918.3943762163435,RC Flat Slab,6214147.2869,12096.0,34144739.4409817,43.49903100859251,299.22793927037486,Education,6,Yes,8.0,9.0,4.0,6.0
1,2817.709522042426,181.1264077287301,86.90537543050084,224.5391250176963,311.4445004481971,254.59444255081397,3170.005204307829,3481.449704756026,PT RC Flat Slab,6605091.4896,12096.0,32421813.47466164,46.23564042751908,265.8929269787821,Education,6,Yes,8.0,9.0,4.0,6.0
2,2811.138248565569,181.59596688979843,84.05780713458057,217.18326056723157,301.24106770181214,296.2030916935154,3163.0465519104746,3464.2876196122875,RC Rib Slab,6412347.9173,12096.0,31830343.191127904,44.88643542089445,265.20610014313564,Education,6,Yes,8.0,9.0,4.0,6.0
