,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Has Basement,Has Transfer Deck,Grid_X,Grid_Y,Bays_X,Bays_Y
7,179954.8639426834,13660.49987248291,3045.911136390284,7872.709639637094,10918.620776027377,-31289.26402588646,199812.7404065372,210731.36118256452,Composite Rolled Steel with Metal Decking,524048171.8338,819000.0,653485086.8175321,3668.3372028363037,248.45064421168922,Education,138.85,25,No,Yes,9.0,13.0,20.0,14.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,819000.0,,,,Education,138.89000000000001,25,No,Yes,9.0,13.0,20.0,14.0
9,140927.00849195558,21173.324022787325,2049.4050609518786,104424.50777369316,106473.91283464505,-53030.80587934233,167080.77876615032,174974.14114207966,Steel Frame with CLT Slabs,537169870.2858,819000.0,447263734.9559328,3760.1890920008077,208.5970303518329,Education,140.8725,25,No,Yes,9.0,13.0,20.0,14.0
10,120277.85748481633,20749.814684221335,2179.4694994344313,163475.08688331067,165654.5563827451,-55244.653450662016,146576.20193708094,155257.0955998261,"CLT, Glulam and Steel Column Hybrid",531563410.1183,819000.0,473916438.611763,3720.9438708280272,183.51299854445537,Education,154.0,25,No,Yes,9.0,13.0,20.0,14.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,38720.0,0.0,0.0,,Residential,0.0,10,Yes,No,11.0,16.0,4.0,5.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,38720.0,0.0,0.0,,Residential,0.0,10,Yes,No,11.0,16.0,4.0,5.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,38720.0,0.0,0.0,,Residential,0.0,10,Yes,No,11.0,16.0,4.0,5.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,38720.0,0.0,0.0,,Residential,0.0,10,Yes,No,11.0,16.0,4.0,5.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,38720.0,0.0,0.0,,Residential,0.0,10,Yes,No,11.0,16.0,4.0,5.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,38720.0,0.0,0.0,,Residential,0.0,10,Yes,No,11.0,16.0,4.0,5.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,38720.0,,,,Residential,57.93,10,Yes,No,11.0,16.0,4.0,5.0
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,38720.0,,,,Residential,53.259,10,Yes,No,11.0,16.0,4.0,5.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,38720.0,,,,Residential,56.084199999999996,10,Yes,No,11.0,16.0,4.0,5.0
9,,,,,,,,,Steel Frame with CLT Slabs,,38720.0,,,,Residential,54.253,10,Yes,No,11.0,16.0,4.0,5.0
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,38720.0,,,,Residential,61.150000000000006,10,Yes,No,11.0,16.0,4.0,5.0
0,863.1381409129378,60.096638753505204,26.863646696933706,69.41084911905348,96.2744958159872,76.6826692545381,975.7217217874935,1071.996217603481,RC Flat Slab,1896852.1999,1920.0,10820913.517273698,13.27796539944709,515.1040037431982,Education,9.83,2,Yes,Yes,8.0,8.0,5.0,2.0
1,825.4864925229558,58.68634865800472,26.230511008232604,67.77532722076946,94.00583822900207,65.40433326245874,934.4663884525327,1028.4722266815347,PT RC Flat Slab,1866768.9688,1920.0,10705284.874427572,13.067382781931636,493.5071725179502,Education,9.75,2,Yes,Yes,8.0,8.0,5.0,2.0
2,835.6851120910098,59.09637156566046,26.39316360805872,68.19549290338037,94.58865651143908,68.60006901186337,945.6676190768648,1040.2562755883039,RC Rib Slab,1901975.2231,1920.0,10739586.962927636,13.31382656166477,499.4695029367341,Education,10.3,2,Yes,Yes,8.0,8.0,5.0,2.0
3,831.5672987933469,58.978273873524685,26.190286953144664,67.67142007399484,93.8617070271395,69.49418234510767,941.1686764819389,1035.0303835090783,Two-way RC Slab,1798256.3854,1920.0,10699273.668359518,12.587794697818959,496.74816207279054,Education,10.25,2,Yes,Yes,8.0,8.0,5.0,2.0
4,843.4871374419788,59.349448040890124,26.684429725509915,68.94789420032335,95.63232392583326,68.38863256902712,954.2049556728147,1049.837279598648,One-Way Spanning RC,1841789.253,1920.0,10797463.985769406,12.892524771204545,503.69660439792665,Education,10.350000000000001,2,Yes,Yes,8.0,8.0,5.0,2.0
5,834.5735821993296,58.883250805163854,26.45595276711029,68.3576904329721,94.81364320008238,65.11830612037454,942.7240339146208,1037.5376771147032,Precast Hollowcore with In-situ RC Beams,1837910.7634,1920.0,10752063.695973154,12.865375343886752,497.70281732213937,Education,10.0,2,Yes,Yes,8.0,8.0,5.0,2.0
6,831.2806268513475,61.25391000003265,25.923819693577975,66.98414489419018,92.90796458776815,49.94889315955148,940.4353760147624,1033.3433406025306,Non-Composite Rolled Steel with PCC Planks,1960720.9758,1920.0,10634243.961514983,13.725046830332719,496.95855356515375,Education,10.7612,2,Yes,Yes,8.0,8.0,5.0,2.0
7,842.8711985644386,62.092945914693786,25.529749869838405,65.96680748371539,91.4965573535538,40.54295888623643,953.8775881624524,1045.3741455160061,Composite Rolled Steel with Metal Decking,1957627.479,1920.0,10572112.925705701,13.703392353194644,503.9484273518995,Education,10.805200000000001,2,Yes,Yes,8.0,8.0,5.0,2.0
8,853.565805560502,63.70318241571431,25.544885273252312,66.00642576512409,91.55131103837643,36.53048226431902,966.2564614272179,1057.8077724655946,Composite Cell Beams with Metal Decking,2011792.2849,1920.0,10575160.485814065,14.082545994391769,510.5932330320884,Education,10.2936,2,Yes,Yes,8.0,8.0,5.0,2.0
9,798.0980160931781,66.63870388527258,24.41653831636896,133.0211887478831,157.43772706425204,25.64006204293713,911.9436374464045,999.8360026350197,Steel Frame with CLT Slabs,2155672.3334,1920.0,10331200.867378138,15.08970633378875,482.829866552184,Education,10.757200000000001,2,Yes,Yes,8.0,8.0,5.0,2.0
10,801.0382172603672,68.07494248606719,24.83652224216222,174.22792928993687,199.06445153209907,20.163582285522423,917.2451417160196,1006.8625532481187,"CLT, Glulam and Steel Column Hybrid",2170846.6389,1920.0,10422202.19943763,15.195926472307127,485.6463896814202,Education,11.200000000000001,2,Yes,Yes,8.0,8.0,5.0,2.0
0,13957.002290669361,902.4056858337669,418.8939962183152,1082.3126241655889,1501.206620383904,1447.2430058277685,15705.266352824383,17206.47297320829,RC Flat Slab,27194657.2816,60480.0,158564223.9713356,190.36260097138248,262.8245528074697,Residential,27.69,6,Yes,Yes,8.0,9.0,20.0,6.0
1,12006.070627113684,825.8596146361556,375.44772620611457,970.0818223456965,1345.529548551811,1032.255093633842,13562.294052857022,14907.823601408832,PT RC Flat Slab,27973465.3456,60480.0,149177645.61445373,195.81425741911562,227.48194957467157,Residential,27.39,6,Yes,Yes,8.0,9.0,20.0,6.0
2,11967.892069577432,827.6660769102581,364.56156278710154,941.960585495787,1306.5221482828883,1183.9169601125645,13521.923320920901,14828.44546920379,RC Rib Slab,27721679.906,60480.0,147026957.9527458,194.05175934212437,226.78530225302623,Residential,29.25,6,Yes,Yes,8.0,9.0,20.0,6.0
3,12186.473509371748,837.4980205973794,364.01246547277225,940.5421522943402,1304.5546177671122,1316.6531616487675,13762.338334609518,15066.892952376631,Two-way RC Slab,24169403.8238,60480.0,146917847.70648068,169.18582676683087,230.34927515503222,Residential,29.25,6,Yes,Yes,8.0,9.0,20.0,6.0
4,12990.747154186469,864.4632154696683,400.4739064852467,1034.7296799967085,1435.2035864819547,1192.385979241206,14644.403372535777,16079.60695901773,One-Way Spanning RC,25915497.9305,60480.0,154708194.43870234,181.40848551361694,245.13577807621354,Residential,29.400000000000002,6,Yes,Yes,8.0,9.0,20.0,6.0
5,12239.7606643628,825.3772904838684,378.9621608036531,979.1603419220503,1358.1225027257033,983.8859368891206,13703.18340801379,15061.305910739491,Precast Hollowcore with In-situ RC Beams,26310835.9922,60480.0,149882235.47600812,184.17585194567485,229.61903538292765,Residential,28.049999999999997,6,Yes,Yes,8.0,9.0,20.0,6.0
6,11865.70261197806,976.9548155917091,336.490367459311,869.5160230156528,1206.0063904749634,69.35489092639158,13381.550656274061,14587.557046749025,Non-Composite Rolled Steel with PCC Planks,31727428.47,60480.0,141394998.38299656,222.0919992900459,224.92795396104674,Residential,30.3336,6,Yes,Yes,8.0,9.0,20.0,6.0
7,12228.937845953127,997.6274725435105,305.09599299628877,788.4550596178801,1093.551052614169,-620.1625179598869,13814.831511208331,14908.382563822503,Composite Rolled Steel with Metal Decking,31331842.5977,60480.0,134880201.1279809,219.3228981836851,232.04620385899497,Residential,30.087,6,Yes,Yes,8.0,9.0,20.0,6.0
8,12979.037874753081,1098.7118974693026,308.55926673856266,797.4326303444038,1105.9918970829667,-850.393347678617,14676.939546822523,15782.93144390549,Composite Cell Beams with Metal Decking,35221324.7275,60480.0,135570783.49155965,246.5492730926116,246.75080720759152,Residential,29.907479999999996,6,Yes,Yes,8.0,9.0,20.0,6.0
9,9814.22585808391,1322.678705161697,250.09828863885215,5366.657905483284,5616.756194122136,-1517.6224494763628,11651.327978024503,12573.772245541137,Steel Frame with CLT Slabs,31534265.3527,60480.0,123981647.14021045,220.73985746861942,196.2974179148995,Residential,29.8782,6,Yes,Yes,8.0,9.0,20.0,6.0
10,9491.222627375335,1404.1609344093615,254.70449157392133,7927.564512390304,8182.269003964225,-1899.7201519204652,11433.587906418907,12386.526990383134,"CLT, Glulam and Steel Column Hybrid",37117482.0676,60480.0,124910231.97074324,259.822374473388,193.34342395655247,Residential,31.650000000000002,6,Yes,Yes,8.0,9.0,20.0,6.0
0,91242.39563147513,3390.4993260509577,2599.831712333684,6716.1863235334185,9316.018035867104,10615.616360977603,100133.90103193966,109449.91906780674,RC Flat Slab,141065481.8847,291600.0,545990384.1673554,987.4583731928236,346.7810679188357,Healthcare,145.93499999999997,27,No,No,8.0,9.0,10.0,15.0
1,74605.13617865351,2783.6369539736015,2176.564820346313,5622.799419244135,7799.364239590445,7916.710690193053,81895.71851692924,89695.08275651968,PT RC Flat Slab,148881763.6508,291600.0,460960968.02936524,1042.1723455554077,284.4234940414425,Healthcare,143.775,27,No,No,8.0,9.0,10.0,15.0
2,71453.06585941871,2667.340137389337,1996.189815464208,5156.8530578994005,7153.042873363608,9000.407741083547,78421.66383416564,85574.70670752924,RC Rib Slab,140143826.1429,291600.0,418773139.3161854,981.00678300005,272.2999678229276,Healthcare,153.225,27,No,No,8.0,9.0,10.0,15.0
3,76563.56004115053,2882.2751994210994,2029.2461384921655,5242.244453699391,7271.490592191555,11373.129496422685,84035.64454909229,91307.13514128388,Two-way RC Slab,129764203.8894,291600.0,425249610.9761705,908.3494272258495,291.3031343495135,Healthcare,150.525,27,No,No,8.0,9.0,10.0,15.0
4,80940.70285887714,3029.6079705496736,2293.134540514188,5923.923385897363,8217.05792641155,9654.753313917432,88848.072338496,97065.13026490758,One-Way Spanning RC,136688276.6142,291600.0,484631528.97869617,956.8179362996437,307.9728747420976,Healthcare,153.9,27,No,No,8.0,9.0,10.0,15.0
5,76339.14246286146,2781.7336045772854,2193.512093138797,5666.577769229686,7860.0898623684825,7674.437593559719,82916.89136233173,90776.98122470024,Precast Hollowcore with In-situ RC Beams,130035818.2208,291600.0,464570047.17433715,910.2507275458687,287.47305243442247,Healthcare,147.15,27,No,No,8.0,9.0,10.0,15.0
6,75987.25297634272,5538.085940186778,1643.8356856322976,4247.829878448564,5891.665564080861,-6875.441441672162,84035.8332083655,89927.49877244636,Non-Composite Rolled Steel with PCC Planks,218582550.0204,291600.0,349262081.19329107,1530.077850142593,293.4359089797946,Healthcare,159.0975,27,No,No,8.0,9.0,10.0,15.0
7,72545.19400530946,5200.561465163141,1311.9663657987417,3390.6854729821516,4702.651838780892,-10758.568501121807,80423.35247636905,85126.00431514994,Composite Rolled Steel with Metal Decking,205011405.373,291600.0,277668489.73539484,1435.0798376111054,280.7216471672845,Healthcare,157.06439999999998,27,No,No,8.0,9.0,10.0,15.0
8,80399.24297452293,6257.634257125568,1351.7514388056104,3493.784409590957,4845.535848396566,-13247.390684705855,89450.58858206529,94296.12443046184,Composite Cell Beams with Metal Decking,245115969.2462,291600.0,285599177.1668414,1715.8117847232315,312.64197656649014,Healthcare,157.92462,27,No,No,8.0,9.0,10.0,15.0
9,57460.213929206206,7676.909390965855,915.1360370610646,34227.53973515331,35142.675772214374,-17778.233590661155,67274.82939704836,70730.8996646756,Steel Frame with CLT Slabs,203893027.2873,291600.0,196626974.68716466,1427.2511910112657,235.60384289458037,Healthcare,156.3894,27,No,No,8.0,9.0,10.0,15.0
10,57271.0915653145,8377.800786590955,1106.6281989303563,60352.62907050862,61459.25726943898,-20299.76692285475,68325.78719696266,72608.58302640165,"CLT, Glulam and Steel Column Hybrid",257030100.8646,291600.0,235427870.11251977,1799.2107060522185,240.48353190334322,Healthcare,173.88,27,No,No,8.0,9.0,10.0,15.0
0,2271.082805755992,190.7628924721177,72.57070005492743,187.5246028846117,260.09530293953907,186.14862875228079,2600.3400890707294,2860.4353920102694,RC Flat Slab,4806498.2709,4620.0,34864272.20495602,33.64548789605729,570.1267482612093,Office,5.055000000000001,1,Yes,No,6.0,11.0,5.0,7.0
1,2153.653588310159,186.2007265603608,69.62745425789129,179.92158343871608,249.54903769660737,166.39453697416025,2471.3400866587117,2720.889124355319,PT RC Flat Slab,4808300.2312,4620.0,34223170.42683138,33.65810161857331,542.2074000600185,Office,4.965000000000001,1,Yes,No,6.0,11.0,5.0,7.0
2,2073.4305159141186,183.9112985440443,66.59050993478456,172.0765211038155,238.66703103860007,169.23803527492527,2383.861801050226,2622.528832088826,RC Rib Slab,4748683.0368,4620.0,33675958.22181785,33.240781257941414,523.1823771229799,Office,5.375,1,Yes,No,6.0,11.0,5.0,7.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,4620.0,0.0,0.0,,Office,0.0,1,Yes,No,6.0,11.0,5.0,7.0
4,2077.4748074522017,184.08056736966861,66.62052099416346,172.15404594672174,238.7745669408852,171.05441952871107,2388.304379516031,2627.078946456916,One-Way Spanning RC,4705712.5943,4620.0,33681921.67127217,32.93998816000357,524.0788674623451,Office,5.550000000000001,1,Yes,No,6.0,11.0,5.0,7.0
5,2153.023271283688,185.80780574337598,69.13340135680394,178.6453414686941,247.77874282549803,167.21985654920115,2464.5358121138834,2712.314554939381,Precast Hollowcore with In-situ RC Beams,4743895.4159,4620.0,34124997.967598915,33.207267911155284,540.6370303084499,Office,5.075,1,Yes,No,6.0,11.0,5.0,7.0
6,2150.446839280311,192.8537717679514,67.6438933152221,174.8005576045483,242.4444509197704,128.5803623278034,2463.6523935998084,2706.0968445195786,Non-Composite Rolled Steel with PCC Planks,4999760.2355,4620.0,33885499.49110499,34.998321648406296,540.8334881489642,Office,5.4908,1,Yes,No,6.0,11.0,5.0,7.0
7,2095.0382033963765,190.57929141493804,63.9855279952326,165.351937745579,229.33746574081155,88.87077676751106,2406.3378113934054,2635.6752771342167,Composite Rolled Steel with Metal Decking,4886503.5137,4620.0,33102428.450436205,34.20552459614555,528.2561333310716,Office,5.263400000000001,1,Yes,No,6.0,11.0,5.0,7.0
8,2133.9817320469706,195.88451236364426,64.14468762160968,165.76472118688008,229.9094088084897,76.74143968714895,2451.129943790333,2681.0393525988225,Composite Cell Beams with Metal Decking,5090345.3073,4620.0,33134181.022843983,35.632417151128685,538.2602512860307,Office,5.139359467035623,1,Yes,No,6.0,11.0,5.0,7.0
9,1979.7810621067238,210.3908981493433,60.18069720361325,369.09739080703434,429.2780880106477,34.9063469602044,2305.362688079758,2522.243222573585,Steel Frame with CLT Slabs,5203689.3734,4620.0,32325488.895295277,36.42582561355382,506.880630669548,Office,5.3674,1,Yes,No,6.0,11.0,5.0,7.0
10,1934.082751869707,213.27950361756496,60.32739294475172,546.2696834874364,606.597076432188,15.473202279295997,2263.8527674452675,2482.2283878774556,"CLT, Glulam and Steel Column Hybrid",5263269.4518,4620.0,32354989.120487362,36.84288616281619,497.98607220954193,Office,5.680000000000001,1,Yes,No,6.0,11.0,5.0,7.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,313600.0,0.0,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,313600.0,0.0,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,313600.0,0.0,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,313600.0,0.0,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,313600.0,0.0,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,313600.0,0.0,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,313600.0,,,,Healthcare,,24,Yes,Yes,7.0,16.0,7.0,16.0
7,536.65106839344,37.17063677184,1.1691326847142802,3.020114237712,4.18924692242628,0.0,604.4562856259286,608.6455325483548,Composite Rolled Steel with Metal Decking,,313600.0,232316.479824,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
8,623.57122651824,43.191080624639994,1.35849445777188,3.5092753007519994,4.867769758523879,0.0,702.3587012186546,707.2264709771783,Composite Cell Beams with Metal Decking,,313600.0,269944.253904,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
9,639.5686375478401,44.29912641024001,1.3933459603720806,3.5993040208320006,4.992649981204081,0.0,720.3773658968623,725.3700158780664,Steel Frame with CLT Slabs,9796922.1869,313600.0,276869.54006400006,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
10,103.25726034624002,7.152018032640002,0.22495331718288006,0.581101465152,0.80605478233488,0.0,116.30369103642442,117.1097458187593,"CLT, Glulam and Steel Column Hybrid",,313600.0,44700.11270400001,0.0,,Healthcare,0.0,24,Yes,Yes,7.0,16.0,7.0,16.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,496860.0,0.0,0.0,,Office,0.0,26,No,Yes,7.0,15.0,13.0,14.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,496860.0,0.0,0.0,,Office,0.0,26,No,Yes,7.0,15.0,13.0,14.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,496860.0,0.0,0.0,,Office,0.0,26,No,Yes,7.0,15.0,13.0,14.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,496860.0,0.0,0.0,,Office,0.0,26,No,Yes,7.0,15.0,13.0,14.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,496860.0,0.0,0.0,,Office,0.0,26,No,Yes,7.0,15.0,13.0,14.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,496860.0,0.0,0.0,,Office,0.0,26,No,Yes,7.0,15.0,13.0,14.0
6,866.1900707460001,59.995849056000004,1.8870569398395003,4.874662735799999,6.7617196756395,0.0,975.632144694315,982.3938643699546,Non-Composite Rolled Steel with PCC Planks,15806598.6936,496860.0,374974.0566,0.0,,Office,0.0,26,No,Yes,7.0,15.0,13.0,14.0
7,118595.23888107753,8974.702662071371,2039.1791878860508,5270.486632651069,7309.665820537119,-19839.590495556367,131724.27369915997,139033.93951969707,Composite Rolled Steel with Metal Decking,345482766.1151,496860.0,430501301.876476,2418.379362805529,269.9807854565985,Office,140.5976,26,No,Yes,7.0,15.0,13.0,14.0
8,125325.9759234633,9814.309314396629,2082.3451225149092,5382.243008833243,7464.5881313481505,-21578.31325316623,139425.1870881731,146889.7752195213,Composite Cell Beams with Metal Decking,386769470.9506,496860.0,439160888.4000165,2707.38629665431,286.06161370371416,Office,142.10995292447538,26,No,Yes,7.0,15.0,13.0,14.0
9,97870.3245981559,13283.009582600282,1483.4923904639686,56036.880703682415,57520.37309414637,-31442.127166972146,114617.04451780132,120222.89161806395,Steel Frame with CLT Slabs,356562062.5511,496860.0,317884483.6754076,2495.9344378574524,235.7061928021148,Office,147.75799999999998,26,No,Yes,7.0,15.0,13.0,14.0
10,86159.09827604995,13526.466170013855,1705.1908102075288,106466.30287422123,108171.49368442874,-34183.45279579646,103871.89533566892,110545.26502009775,"CLT, Glulam and Steel Column Hybrid",318954390.6188,496860.0,362881379.10382265,2232.680734331948,213.55024769552966,Office,161.72000000000003,26,No,Yes,7.0,15.0,13.0,14.0
0,19787.92217210921,731.9104666049908,574.5227047477642,1484.1615966448944,2058.6843013926587,2122.2712998739153,21714.65572179807,23773.34002319074,RC Flat Slab,30923976.7036,51840.0,120679926.20627624,216.46783692531875,423.05408099389257,Education,135.675,27,No,No,8.0,10.0,3.0,8.0
1,16265.266993700641,604.1280443657652,480.1481207763189,1240.3723086908374,1720.5204294671564,1626.529752463306,17852.919073983554,19573.43950345071,PT RC Flat Slab,31580099.4579,51840.0,101583805.89082658,221.06069620518923,348.6493011224681,Education,133.245,27,No,No,8.0,10.0,3.0,8.0
2,16347.692314318994,604.7809251405193,470.9740497839138,1216.6737646468698,1687.6478144307837,1819.3478606484496,17938.969683381987,19626.61749781277,RC Rib Slab,31222371.427,51840.0,98657069.40473452,218.55659998918085,350.2609236761414,Education,144.45000000000002,27,No,No,8.0,10.0,3.0,8.0
3,17260.52154236663,643.5438341111128,475.19775801848107,1227.5844863655736,1702.7822443840546,2269.9196287458817,18941.811324522572,20644.59356890663,Two-way RC Slab,29830521.9206,51840.0,99450307.06693542,208.813653444021,369.4179200996642,Education,141.75,27,No,No,8.0,10.0,3.0,8.0
4,17996.02943256836,669.1154334066931,524.0145765934961,1353.6885383228898,1877.7031149163859,1909.9331737667217,19752.051634901774,21629.75474981816,One-Way Spanning RC,30795773.9935,51840.0,110735163.7100882,215.57041795421907,385.1778945381172,Education,145.125,27,No,No,8.0,10.0,3.0,8.0
5,15752.09553229304,569.3778437902699,458.69948576567134,1184.9659986782358,1643.6654844439072,1526.933442335713,17145.84996178377,18789.51544622768,Precast Hollowcore with In-situ RC Beams,28020966.4796,51840.0,95980483.87856577,196.1467653573917,334.5292578538033,Education,137.025,27,No,No,8.0,10.0,3.0,8.0
6,18778.6678781312,1128.8291418867784,464.1097614989637,1199.1345917646145,1663.2443532635784,-675.8607361418249,20662.28116852073,22325.52552178431,Non-Composite Rolled Steel with PCC Planks,45348878.1537,51840.0,97433315.10398234,317.4421470760295,404.7014528471597,Education,150.32250000000002,27,No,No,8.0,10.0,3.0,8.0
7,16516.922962034016,1022.673864422056,350.8191761937512,906.5110243159581,1257.3302005097094,-1483.1209503571258,18249.392173751618,19506.722374261328,Composite Rolled Steel with Metal Decking,42017474.3949,51840.0,73462433.76883517,294.12232076425835,357.7066839219884,Education,146.1294,27,No,No,8.0,10.0,3.0,8.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,51840.0,,,,Education,144.46728,27,No,No,8.0,10.0,3.0,8.0
