,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Storeys,Has Basement,Grid_X,Grid_Y,Bays_X,Bays_Y
10,12583.834045183732,1662.904312261201,281.0664948992743,12704.68062206397,12985.747116963244,-3685.493220493627,14899.553313551274,15972.807502514517,"CLT, Glulam and Steel Column Hybrid",49960320.9086,63840.0,60014402.47596292,349.7222463604161,238.86709836954404,Office,19,No,7.0,12.0,4.0,10.0
0,15026.308371906536,888.948284980424,456.78016626133024,1180.148483649498,1636.928649910828,1421.872481553555,16826.727473831645,18463.656123742483,RC Flat Slab,26413514.5662,51744.0,157376469.10218439,184.89460196310205,328.76511432812975,Education,6,Yes,7.0,11.0,8.0,12.0
1,12417.084423295924,792.253532043564,387.0036092350474,999.9010437405711,1386.9046529756183,1052.6633858833823,13964.321888320077,15351.226541295693,PT RC Flat Slab,26958790.8615,51744.0,142880298.84807497,188.7115360302887,273.5202810828379,Education,6,Yes,7.0,11.0,8.0,12.0
2,10933.03747513755,744.3547942144678,329.8364951796302,852.2264321716841,1182.0629273513143,1120.974083396018,12340.343205718604,13522.406133069922,RC Rib Slab,24751814.7156,51744.0,131461412.4253448,173.26270300893054,241.836848885427,Education,6,Yes,7.0,11.0,8.0,12.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,51744.0,0.0,0.0,,Education,6,Yes,7.0,11.0,8.0,12.0
4,11469.62033102851,763.640283031632,346.6906110082292,895.7641382366193,1242.4547492448485,1157.0242699331664,12928.826707832644,14171.281457077499,One-Way Spanning RC,23963440.9255,51744.0,134975694.5667783,167.74408647833,253.10317707001727,Education,6,Yes,7.0,11.0,8.0,12.0
5,12203.990565373932,777.9722993161975,372.11758999075005,961.4473427617601,1333.56493275251,1040.4705486975317,13613.892143202354,14947.457075954864,Precast Hollowcore with In-situ RC Beams,25160119.9339,51744.0,140005814.51025534,176.1208395372247,266.504579907614,Education,6,Yes,7.0,11.0,8.0,12.0
6,12219.363762902318,948.4050740846099,342.6711345135657,885.4545278153521,1228.1256623289173,13.408804120311338,13683.038593339894,14911.16425566881,Non-Composite Rolled Steel with PCC Planks,30146010.0908,51744.0,134034585.83759588,211.02207063580465,268.5153962580338,Education,6,Yes,7.0,11.0,8.0,12.0
7,11578.947415636188,955.0647328091225,273.82178178510287,707.646374822904,981.4681566080069,-752.384288704299,13068.614941390744,14050.083097998753,Composite Rolled Steel with Metal Decking,30438196.5608,51744.0,120536505.33217824,213.06737592530237,256.6806261076849,Education,6,Yes,7.0,11.0,8.0,12.0
8,12128.33929573368,1027.1824066381066,276.36259310022365,714.2317201600182,990.594313260242,-906.8769138212646,13699.097155593168,14689.691468853407,Composite Cell Beams with Metal Decking,33615066.9276,51744.0,121043070.3581101,235.3054684932074,269.295041436425,Education,6,Yes,7.0,11.0,8.0,12.0
9,9516.694552834088,1370.494558291056,212.93200676704996,5396.532086074306,5609.464092841354,-1939.7183126430727,11338.965334970684,12128.93584983039,Steel Frame with CLT Slabs,31606814.5138,51744.0,107828423.41714859,221.24770159684812,223.4116619621122,Education,6,Yes,7.0,11.0,8.0,12.0
10,8645.39752999328,1412.6395620907604,218.24693581435298,8741.055357430976,8959.302293245326,-2255.988714116884,10539.16237432557,11366.436763570902,"CLT, Glulam and Steel Column Hybrid",34295799.2651,51744.0,108915730.94027987,240.07059485575834,208.31850976309,Education,6,Yes,7.0,11.0,8.0,12.0
0,9233.913713810398,562.0995393050973,277.3353931776599,716.5395852938964,993.8749784715561,934.1718019447851,10355.574929323553,11349.44990779511,RC Flat Slab,16167076.4765,29040.0,98709181.93157002,113.16953533544469,360.49395539459357,Education,5,Yes,10.0,11.0,4.0,11.0
1,7746.70463495503,507.28417981568066,238.69893034950883,616.7335213562982,855.4324517058074,705.6610619924494,8724.552469139102,9579.984920844909,PT RC Flat Slab,17264355.9277,29040.0,90795359.37038569,120.85049149388554,304.59376586201745,Education,5,Yes,10.0,11.0,4.0,11.0
2,7764.056057939801,510.00161150946315,233.62700640535894,603.6316810634123,837.2586874687712,796.2543684538639,8744.703002898374,9581.961690367145,RC Rib Slab,16360529.7027,29040.0,89853999.81362875,114.52370791880638,305.06979031739604,Education,5,Yes,10.0,11.0,4.0,11.0
3,8149.703149086477,526.909850555237,230.87637083599304,596.5262141182048,827.402584954198,1058.812192650179,9168.124359317204,9995.5269442714,Two-way RC Slab,15988662.1383,29040.0,89119748.369008,111.92063496829988,319.56077804013444,Education,5,Yes,10.0,11.0,4.0,11.0
4,8477.71964612722,534.1866388341889,256.90041134755046,663.7517534426453,920.6521647901957,830.5546646051334,9526.078770609758,10446.730935399954,One-Way Spanning RC,16032237.4666,29040.0,94473939.1145013,112.22566226615729,331.8975355673524,Education,5,Yes,10.0,11.0,4.0,11.0
5,7534.060174639331,494.3565119994981,230.4390632225097,595.3965570938068,825.8356203163165,637.1937820453022,8418.57328896447,9244.408909280788,Precast Hollowcore with In-situ RC Beams,15313282.6474,29040.0,89163417.72986938,107.19297853189052,293.5869926823815,Education,5,Yes,10.0,11.0,4.0,11.0
6,7505.560712434687,587.4667679828224,211.96489127472208,547.7148773870528,759.679768661775,86.70873403755854,8424.135765812633,9183.815534474408,Non-Composite Rolled Steel with PCC Planks,18301360.9154,29040.0,85120023.73690103,128.10952640793084,294.4988048285318,Education,5,Yes,10.0,11.0,4.0,11.0
7,7142.223418218883,594.5515278313112,173.37173327941767,448.04683454851215,621.4185678279297,-361.9326926128938,8075.404309632233,8696.822877460161,Composite Rolled Steel with Metal Decking,18323575.0745,29040.0,77397071.39434567,128.26502552139414,282.4955005218191,Education,5,Yes,10.0,11.0,4.0,11.0
8,7791.429458467705,683.3796626318122,176.15516580662128,455.264393991531,631.4195597981522,-567.3786370010582,8822.504051983282,9453.92361178143,Composite Cell Beams with Metal Decking,21805377.0543,29040.0,78017905.58344638,152.6376393801156,309.0613530083814,Education,5,Yes,10.0,11.0,4.0,11.0
9,6500.2582952264165,877.0805159470549,145.43866054852847,3020.1483991253413,3165.5870596738696,-1116.69169935031,7683.179518112573,8219.082581863919,Steel Frame with CLT Slabs,20810391.0214,29040.0,71936659.71473077,145.67273714966245,269.58857628313484,Education,5,Yes,10.0,11.0,4.0,11.0
10,5745.825365817406,860.5396018052711,149.48604809218835,5056.488821535302,5205.974869627491,-1186.091669222636,6931.1139336179385,7492.611427245427,"CLT, Glulam and Steel Column Hybrid",22652701.8349,29040.0,72788470.47726268,158.56891284418202,244.13508424456336,Education,5,Yes,10.0,11.0,4.0,11.0
0,19310.200661077655,719.6330985949206,561.6062151465411,1450.836681197869,2012.4428963444095,2093.7972301608993,21196.145389192123,23208.588285536527,RC Flat Slab,30720744.8534,66880.0,118437911.53886215,215.04521397353744,320.14340016695064,Education,19,No,8.0,10.0,4.0,11.0
1,14878.081618043914,551.9541210774349,442.01721948143484,1141.9132944822438,1583.9305139636783,1483.587285878133,16330.348947142082,17914.27946110576,PT RC Flat Slab,31882955.0824,66880.0,92895745.65883175,223.18068557669207,247.51090958012523,Education,19,No,8.0,10.0,4.0,11.0
2,14633.543769321534,550.1682253313702,417.47106437595886,1078.5054422475323,1495.9765066234906,1735.6699709312625,16066.23996407083,17562.216470694322,RC Rib Slab,30769598.5434,66880.0,88260995.62807411,215.38718980355995,243.44538208544242,Education,19,No,8.0,10.0,4.0,11.0
3,15604.90804418012,592.9621085372773,416.73019465318924,1076.59162080769,1493.3218154608792,2298.488084773048,17134.02708702706,18627.34890248794,Two-way RC Slab,28634700.5897,66880.0,88045460.24561624,200.4429041279217,259.18764938927904,Education,19,No,8.0,10.0,4.0,11.0
4,15920.373948861972,593.250608580744,460.7038840579108,1190.184857223265,1650.8887412811757,1777.3335316559644,17474.857371492486,19125.746112773664,One-Way Spanning RC,29206147.8958,66880.0,96819368.48082982,204.4430352708842,264.3436065604571,Education,19,No,8.0,10.0,4.0,11.0
5,14491.51475359831,526.1187022535929,423.18896210243923,1093.2759679195135,1516.4649300219523,1370.578729118655,15729.404713210806,17245.869643232763,Precast Hollowcore with In-situ RC Beams,27745131.487,66880.0,89228064.22246079,194.21592040930386,238.092413780205,Education,19,No,8.0,10.0,4.0,11.0
6,16783.354381229576,1069.6284535324087,402.4158377274718,1039.8135999696322,1442.229437697104,-978.9547057350345,18430.52320556337,19872.752643260475,Non-Composite Rolled Steel with PCC Planks,44532330.3373,66880.0,84570648.69208887,311.7263123610741,280.23698441872676,Education,19,No,8.0,10.0,4.0,11.0
7,14839.915323955936,976.5022930752891,285.10235062053715,736.807364333,1021.909714953537,-1940.612289731068,16394.135171784463,17416.044886738,Composite Rolled Steel with Metal Decking,41689924.303,66880.0,60930561.12370996,291.8294701207266,249.4910981146111,Education,19,No,8.0,10.0,4.0,11.0
8,,,,,,,,,Composite Cell Beams with Metal Decking,,66880.0,,,,Education,19,No,8.0,10.0,4.0,11.0
9,11179.724942026412,1512.9350969284042,194.27731362678594,7809.883437001682,8004.160750628468,-3462.5727844608346,13145.836262968538,13882.506697592931,Steel Frame with CLT Slabs,40349611.509,66880.0,42485254.802686065,282.4472805630035,200.78175154801946,Education,19,No,8.0,10.0,4.0,11.0
10,10879.260886549435,1676.0806244101955,221.2226088830905,13248.442573175043,13469.66518205813,-4149.394424425895,13093.182168762216,13955.860342820353,"CLT, Glulam and Steel Column Hybrid",52054191.868,66880.0,47784376.40146786,364.3793430763212,201.21952021289678,Education,19,No,8.0,10.0,4.0,11.0
